experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b2_both,b2,both,0.9413516935857675,0.005088321184247054,"[0.9382779550041155, 0.9464948099000178, 0.9478985827916085, 0.934438395838689, 0.9396487243944064]"
