experiment,model,preprocessing,metadata,mean_auc,std_auc,fold_aucs
multimodal_b0_none_sex_age,b0,none,sex_age,0.9636799893649878,0.0033310561730924945,"[0.9632361473049038, 0.9592957517878721, 0.9692210142294331, 0.9617260125670717, 0.9649210209356578]"
