experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b3_dullrazor,b3,dullrazor,0.9531779282302317,0.00315640788647276,"[0.9505574258871735, 0.9543462472378773, 0.958781447246453, 0.9502172935647976, 0.9519872272148572]"
