experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b2_colorconstancy,b2,colorconstancy,0.9552341696168265,0.004247337830820859,"[0.9546359741913586, 0.9535940546100143, 0.9590935368889217, 0.9484678478046364, 0.9603794345892016]"
