experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b1_both,b1,both,0.9428459042495122,0.0028238407030326674,"[0.9447104091279189, 0.9388021248536218, 0.9466451552719093, 0.9435014160937577, 0.9405704159003532]"
