phase,epoch,train_accuracy,train_recall,train_f1,train_auc,train_loss,val_accuracy,val_recall,val_f1,val_auc,val_loss
1,1,0.49589563177953677,0.4158775836190962,0.30246022585383,0.7973765332590163,1.5193257174929438,0.6338443396226415,0.5447877810476558,0.42328120397041014,0.8829701879023014,0.9757977246113543
1,2,0.559220170038112,0.5091269077950011,0.3634348125468471,0.8571623135583043,1.297908062670665,0.6350235849056604,0.5957534857265145,0.46573811640123336,0.8924291834438601,0.965408907184061
1,3,0.5882439167399589,0.5455344963826763,0.3953657547510754,0.8786493258803043,1.2069319607190323,0.6698113207547169,0.6099185786649549,0.476714303035905,0.9001880658964302,0.8793861792897278
1,4,0.6248900615655233,0.577254729449326,0.42692842557972194,0.8885390355270005,1.1517996644037136,0.6704009433962265,0.6090332406360007,0.5061776806399448,0.9065483756678143,0.8571435834439296
1,5,0.6112576956904133,0.5899186783860252,0.42857320990131276,0.8985524829002287,1.098140212578076,0.6680424528301887,0.6216835542608384,0.5101013367770822,0.9051675716248919,0.8847889843976723
2,6,0.6430665493990032,0.6369555403116475,0.4685291107305412,0.9083862582035767,1.013764023011956,0.6686320754716981,0.663708068682326,0.5191900632647272,0.9296485723026011,0.8208921939696906
2,7,0.698182351216652,0.7281898757860257,0.5630639480093221,0.9374691126263297,0.7817973312098622,0.6933962264150944,0.7086656295911504,0.5425538585194066,0.9384715988512011,0.7714859626765521
2,8,0.7126942245675755,0.7552602466881941,0.5905484368924595,0.9471301494424594,0.6868103948227648,0.7311320754716981,0.6913328206191677,0.6208022445128504,0.9494230393785806,0.6958548828678311
2,9,0.7405452946350044,0.7717333892278396,0.6314817101331531,0.9544803057584362,0.6407107671870754,0.7240566037735849,0.7197426949747127,0.5968330118976766,0.9491693652218817,0.6922355623529205
2,10,0.7459689240691879,0.8064883874846578,0.6639892770732746,0.9587072035298672,0.5613677021660997,0.7553066037735849,0.7105350294380159,0.6352481766323905,0.955985823688952,0.630034343357075
2,11,0.7645851656405747,0.815350893909957,0.6841927756465297,0.9634757969236815,0.5350064292432136,0.75,0.7135034940269582,0.6183261942939736,0.9521368780987262,0.6602299058071848
2,12,0.7798299618880093,0.8344406550575079,0.7206951710421264,0.9684363997952359,0.4737916088757785,0.7659198113207547,0.720007698441189,0.6472773044725476,0.9503416960454089,0.6312445745065387
2,13,0.7896511287012606,0.8401035912394244,0.7205111794696438,0.9710594287954278,0.4679758996776177,0.754127358490566,0.6848729783969473,0.6002223266633921,0.9552337001979445,0.6776954076551603
2,14,0.7893579595426561,0.8455338916127512,0.7300055197509562,0.9715927302408469,0.4376006341839389,0.7948113207547169,0.7188634034901288,0.6573364875156793,0.9575195078362214,0.5819560483115602
2,15,0.8056288478452067,0.865207516834494,0.7479767497022175,0.9754186147627087,0.3969482922616923,0.7847877358490566,0.7029502283170316,0.6415001819433163,0.9588465135262391,0.5986608934043994
2,16,0.8167692758721783,0.872625408143343,0.7759734316086982,0.9792946344790311,0.3591458290963884,0.7983490566037735,0.7048716062201053,0.650604641986523,0.9624701830690984,0.5672204153049948
2,17,0.826883611844034,0.87709418783407,0.7898009408322464,0.9803708262965456,0.33595043407904374,0.8148584905660378,0.725915558880439,0.6802545808162505,0.9632361473049038,0.5199741882860731
2,18,0.8384637936089123,0.8947607711821858,0.8115421154816899,0.9822548130704565,0.3229433850646543,0.7942216981132075,0.7166650114990011,0.6729728583620128,0.9619502218794104,0.5796610193089846
2,19,0.8433010847258868,0.9047805322500492,0.8144897672558853,0.9837495205608946,0.300048446941851,0.7794811320754716,0.693994008835138,0.6662144978605482,0.9572517761906693,0.6250475937992616
2,20,0.8478452066842568,0.9089383984295542,0.824579467959686,0.9850784865550862,0.27310591674434653,0.8012971698113207,0.6873973652026171,0.6383550717577904,0.9597497587772494,0.5956640347117945
2,21,0.8538551744356494,0.9108042952293707,0.8262162234563019,0.9853346995263966,0.27391279199821655,0.7883254716981132,0.7268951785722239,0.6666535552247183,0.9606650905330382,0.6249117313374607
2,22,0.8572266197596012,0.9219983041398511,0.8332063679072098,0.9861312878974245,0.25176883422272955,0.8113207547169812,0.7211326886585084,0.6743405396243152,0.9621116171343672,0.5846393939024189
2,23,0.8608912342421577,0.9155705565353812,0.8430192776204599,0.9875223372618678,0.24482414136880726,0.7983490566037735,0.7067636960010825,0.6768714696910358,0.9624539451308437,0.60419759315544
2,24,0.8707124010554089,0.9336868019105596,0.8687862168117146,0.9887304537175089,0.21426101862003782,0.8089622641509434,0.6980332537332357,0.6784021730763172,0.9627808431697807,0.587814732423966
