experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b1_dullrazor,b1,dullrazor,0.9466092515372726,0.003955956327821054,"[0.9463357266587634, 0.9424692139817984, 0.9537936194809095, 0.943553609101664, 0.946894088463228]"
