experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b2_none,b2,none,0.9569903618017955,0.0030276738070596607,"[0.9544699865865358, 0.9554489385026645, 0.9622615659267574, 0.954313360453283, 0.9584579575397368]"
