experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b3_colorconstancy,b3,colorconstancy,0.9531621441716022,0.004273200931376493,"[0.9603851649135808, 0.9509271293595252, 0.9504923593170361, 0.9485159800421759, 0.9554900872256928]"
