experiment,model,preprocessing,metadata,mean_auc,std_auc,fold_aucs
multimodal_b0_none_age,b0,none,age,0.9622134488022566,0.003999759930255068,"[0.9555080617310002, 0.9602540610811745, 0.9671043883714059, 0.9638294647098035, 0.9643712681178982]"
