experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b0_colorconstancy,b0,colorconstancy,0.954511225639439,0.005098050500057064,"[0.9565138948445739, 0.9497347684715266, 0.9623676250354427, 0.9481959375087536, 0.9557439023368987]"
