experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b0_dullrazor,b0,dullrazor,0.9520042753208806,0.005063023129250829,"[0.9508677772093063, 0.9462459190526518, 0.9613923739917666, 0.9496449557848996, 0.9518703505657784]"
