experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b0_both,b0,both,0.9510921908902666,0.004566641988446911,"[0.9496700675257482, 0.945302577604156, 0.9581516418727799, 0.9480957456662088, 0.9542409217824401]"
