experiment,model,preprocessing,metadata,mean_auc,std_auc,fold_aucs
multimodal_b0_none_sex,b0,none,sex,0.960858809073925,0.0021602800360864234,"[0.960554198927649, 0.9578274769897878, 0.9645839257529244, 0.9604405424158902, 0.9608879012833734]"
