experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b3_both,b3,both,0.9494264715971962,0.003315582827581594,"[0.9493840458300797, 0.9467497515165457, 0.9536266050183523, 0.9448740862692114, 0.9524978693517916]"
