experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b2_dullrazor,b2,dullrazor,0.9495080794156155,0.0028532081307064733,"[0.9534600606499, 0.9479769296835575, 0.951280047533884, 0.9450866255558287, 0.9497367336549074]"
