experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b3_none,b3,none,0.9587633708801384,0.004663612654956332,"[0.9615254821775366, 0.9537943933073175, 0.9635562261904044, 0.9524648151369587, 0.9624759375884745]"
