experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b0_none,b0,none,0.9593424827450235,0.0028121894123447778,"[0.9608752119647324, 0.9541243930672406, 0.9623095141184017, 0.9590296896247855, 0.9603736049499575]"
