phase,epoch,train_accuracy,train_recall,train_f1,train_auc,train_loss,val_accuracy,val_recall,val_f1,val_auc,val_loss
1,1,0.5007329228965113,0.40921776650689407,0.29887609219476197,0.7968657421970123,1.5369965311579954,0.5359669811320755,0.583617394685337,0.4183735485060861,0.8934358371424445,1.2273169800920307
1,2,0.5653767223688068,0.5283053238855093,0.37489117215832074,0.8656239389049648,1.2624183607674595,0.6515330188679245,0.6261508489697364,0.49115826332518503,0.9113284518277388,0.9095609947195593
1,3,0.6008501905599531,0.5882273768905203,0.4152674988506136,0.8899044464991201,1.1343454363338412,0.6715801886792453,0.6213592053344279,0.4986396933577114,0.9169857155427404,0.8716494732026784
1,4,0.6080328349457637,0.5994897912003241,0.42790096345793327,0.8967220560476422,1.0812395573081734,0.6538915094339622,0.6415354374739016,0.4963082045425912,0.918865799857781,0.8519100445621418
1,5,0.603635297566696,0.6157808319939146,0.4256276910469564,0.9031759282637192,1.0402805712068581,0.6527122641509434,0.6331257645572499,0.4873682474960405,0.9207334631695138,0.8701803055855463
2,6,0.6471709176194664,0.6561464698476165,0.48124053738905964,0.9211742772605961,0.9242917581130179,0.6922169811320755,0.6743725859421102,0.5598581220055413,0.9364936236690616,0.7523574540918728
2,7,0.6864555848724714,0.7246737021350427,0.5563760026738728,0.9377705383249471,0.7592716495405716,0.6880896226415094,0.6803674621393074,0.5276320411716265,0.9393168492702574,0.7682180638723778
2,8,0.7074171797126942,0.7551906723300477,0.5939821123610661,0.944978382028432,0.6931785485570433,0.7417452830188679,0.6960364795065844,0.6066795945832008,0.9521248717423167,0.6319145308983214
2,9,0.7371738493110525,0.7894791342102654,0.6489712173768564,0.9530675560957828,0.6357092004792496,0.7329009433962265,0.6897012694083662,0.600765396020223,0.9512598028284435,0.6583692023776612
2,10,0.7468484315450015,0.8056576184347978,0.6615741559612475,0.9587009559019902,0.5514288971550616,0.7299528301886793,0.7182977668883036,0.6156065630487444,0.9544835617186381,0.6421471630521821
2,11,0.7587217824684843,0.824821328239983,0.6893167923564851,0.9635634976017075,0.4992452592042072,0.7476415094339622,0.7290998521913109,0.6178043267700261,0.9539650884752359,0.6184938605699055
