experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b1_colorconstancy,b1,colorconstancy,0.950239870893618,0.0029728054150547152,"[0.953028805102644, 0.9506694176925821, 0.9488010301149684, 0.9453144979515853, 0.9533856036063106]"
