experiment,model,preprocessing,mean_auc,std_auc,fold_aucs
efficientnet_b1_none,b1,none,0.9534023843800472,0.007926361306858958,"[0.9559478036322918, 0.9393339693395844, 0.9606416469856128, 0.9506373961308717, 0.9604511058118755]"
