experiment,model,preprocessing,metadata,mean_auc,std_auc,fold_aucs
multimodal_b0_none_localization,b0,none,localization,0.9633477898759828,0.0016413471915929284,"[0.9640079085121966, 0.960261241350291, 0.9650239135847664, 0.9632664924039018, 0.9641793935287585]"
